Badhaai Ho,Comedy|Family,parents pregnancy generation,A family adjusts to an unexpected late-life pregnancy.,,,7.9,2018,,Bollywood,Hindi
Bareilly Ki Barfi,Comedy|Romance,town identity writing,A spirited woman searches for the author of a book that resembles her life.,,,7.5,2017,,Bollywood,Hindi
Shubh Mangal Zyada Saavdhan,Comedy|Romance,family acceptance identity,A couple works to win acceptance from a traditional family.,,,5.8,2020,,Bollywood,Hindi
Hindi Medium,Comedy|Drama,education class parenting,A couple navigates school admissions and social status for their child.,,,7.8,2017,,Bollywood,Hindi
Paa,Drama|Family,parent child illness,A father and son build a bond under extraordinary circumstances.,,,7.1,2009,,Bollywood,Hindi
Munna Bhai M.B.B.S.,Comedy|Drama,medicine compassion reform,A kindhearted gangster enters medical school and changes its culture.,,,8.1,2003,,Bollywood,Hindi
Lage Raho Munna Bhai,Comedy|Drama,nonviolence compassion reform,A local tough guy uses kindness and moral courage to solve problems.,,,8.0,2006,,Bollywood,Hindi
Hera Pheri,Comedy|Crime,friendship debt confusion,Three roommates become caught in a chaotic plan to escape financial trouble.,,,8.2,2000,,Bollywood,Hindi
Andaz Apna Apna,Comedy|Romance,friendship rivalry mistaken identity,Two schemers compete for love and accidentally uncover a criminal plot.,,,8.0,1994,,Bollywood,Hindi
Welcome,Comedy|Crime,family gangsters wedding,A man seeking a quiet marriage becomes entangled with a criminal family.,,,7.1,2007,,Bollywood,Hindi
Bhool Bhulaiyaa,Comedy|Horror,psychology palace mystery,A psychiatrist investigates strange events in an old family mansion.,,,7.3,2007,,Bollywood,Hindi
Go Goa Gone,Comedy|Horror,zombies friendship island,A group of friends battles zombies during a chaotic island holiday.,,,6.6,2013,,Bollywood,Hindi
Mard Ko Dard Nahi Hota,Action|Comedy,training revenge confidence,A young man with unusual immunity trains to protect his family.,,,7.3,2018,,Bollywood,Hindi
Krrish,Sci-Fi|Action,superhero identity family,A young man discovers extraordinary powers and faces a dangerous enemy.,,,6.4,2006,,Bollywood,Hindi
Ra.One,Sci-Fi|Action,game technology hero,A digital villain escapes from a game and threatens the real world.,,,4.8,2011,,Bollywood,Hindi
Robot,Sci-Fi|Action,robot invention love,A scientist creates a powerful robot whose emotions create danger.,,,7.1,2010,,Bollywood,Hindi
Enthiran,Sci-Fi|Action,robot science identity,A brilliant invention becomes unpredictable when it develops a will of its own.,,,7.1,2010,,Bollywood,Hindi
PK,Comedy|Drama,alien religion questions,A visitor to Earth asks simple questions that challenge social assumptions.,,,8.1,2014,,Bollywood,Hindi
OMG Oh My God,Comedy|Drama,faith questions justice,A shopkeeper challenges religious institutions after a personal loss.,,,7.7,2012,,Bollywood,Hindi
Paan Singh Tomar,Drama|Biography,athlete rebellion injustice,A gifted athlete becomes an outlaw after facing betrayal and injustice.,,,8.2,2012,,Bollywood,Hindi
Newton,Comedy|Drama,election democracy duty,A government worker tries to conduct a fair election in a remote region.,,,7.6,2017,,Bollywood,Hindi
Court,Drama|Legal,music activism justice,A quiet legal case reveals tensions in society and the justice system.,,,7.7,2014,,Bollywood,Hindi
Aligarh,Drama|Biography,professor dignity privacy,A professor fights for dignity and privacy after public discrimination.,,,7.8,2015,,Bollywood,Hindi
Shahid,Drama|Biography,law justice activism,A lawyer defends marginalized people despite threats and personal cost.,,,8.2,2012,,Bollywood,Hindi
Phantom,Action|Thriller,spy revenge mission,An operative follows a dangerous trail connected to a national tragedy.,,,5.8,2015,,Bollywood,Hindi
Special 26,Crime|Thriller,heist investigation deception,A group performs a daring fake raid while police close in.,,,8.0,2013,,Bollywood,Hindi
A Wednesday,Thriller|Drama,terror negotiation city,A common citizen forces officials to confront public fear and frustration.,,,8.1,2008,,Bollywood,Hindi
Race,Action|Thriller,racing betrayal wealth,Two brothers enter a dangerous contest shaped by deception and ambition.,,,6.6,2008,,Bollywood,Hindi
Don,Action|Crime,undercover crime identity,A man infiltrates a criminal network while hiding his own identity.,,,7.1,2006,,Bollywood,Hindi
Agneepath,Action|Drama,revenge family crime,A determined man returns to settle a score with a powerful criminal.,,,6.9,2012,,Bollywood,Hindi
Singham,Action|Drama,police justice corruption,A principled officer confronts corruption in a powerful criminal network.,,,6.8,2011,,Bollywood,Hindi
Drishyam 2,Crime|Drama|Thriller,family secrets police,A family faces a renewed investigation while protecting an old secret.,,,8.6,2022,,Bollywood,Hindi
Jugjugg Jeeyo,Comedy|Drama,marriage family change,"A family confronts relationships, expectations, and the possibility of change.",,,6.1,2022,,Bollywood,Hindi
Ludo,Comedy|Crime,parallel stories fate Mumbai,"Several lives collide through chance, crime, and unexpected romance.",,,7.6,2020,,Bollywood,Hindi
Monica O My Darling,Crime|Comedy,murder mystery ambition,A clever employee becomes trapped in a comic web of betrayal and murder.,,,7.4,2022,,Bollywood,Hindi
Joram,Drama|Thriller,displacement survival injustice,A displaced father tries to protect his child while facing a powerful system.,,,7.9,2023,,Bollywood,Hindi
12th Fail,Drama|Biography,education perseverance civil service,A student overcomes poverty and setbacks while pursuing public service.,,,9.0,2023,,Bollywood,Hindi
Laapataa Ladies,Comedy|Drama,identity village marriage,A missing bride story brings two women unexpected freedom and friendship.,,,8.5,2024,,Bollywood,Hindi
F1,Drama|Sport|Action,racing speed rivalry teamwork,A former driver returns to the racing world to mentor a young driver and challenge the grid.,,,7.8,2025,,Hollywood,English
Michael,Drama|Biography|Music,artist singer fame family,A music biopic follows a legendary performer through ambition fame and family pressure.,,,7.6,2026,,Hollywood,English
Superman,Action|Adventure|Sci-Fi,hero hope metropolis identity,A powerful hero searches for a balance between hope duty and his place in a changing world.,,,7.7,2025,,Hollywood,English
The Fantastic Four First Steps,Action|Adventure|Sci-Fi,superhero family space science,A team of explorers faces a cosmic threat while protecting their family and world.,,,7.5,2025,,Hollywood,English
Mission Impossible The Final Reckoning,Action|Thriller,spy mission sacrifice technology,An elite agent races across the globe to stop a threat that could destabilize civilization.,,,7.8,2025,,Hollywood,English
Jurassic World Rebirth,Action|Adventure|Sci-Fi,dinosaurs expedition survival island,A new expedition enters dangerous territory to uncover a secret tied to prehistoric life.,,,6.9,2025,,Hollywood,English
Avatar Fire and Ash,Sci-Fi|Adventure|Fantasy,aliens family nature conflict,A new journey through Pandora brings an old family into conflict with a powerful threat.,,,7.5,2025,,Hollywood,English
How to Train Your Dragon 2025,Adventure|Fantasy|Family,dragons friendship courage village,A young Viking and a dragon build trust while their village faces a new danger.,,,7.3,2025,,Hollywood,English
Ballerina,Action|Thriller,assassin revenge training ballet,A trained assassin follows a dangerous path of revenge after losing someone she loved.,,,7.1,2025,,Hollywood,English
Thunderbolts,Action|Adventure|Sci-Fi,antiheroes team mission redemption,A group of damaged heroes must cooperate when a mission reveals a larger threat.,,,7.5,2025,,Hollywood,English
The Running Man,Action|Sci-Fi,dystopia survival television rebellion,A desperate contestant enters a brutal televised contest to save his family.,,,7.0,2025,,Hollywood,English
Tron Ares,Sci-Fi|Action,artificial intelligence digital world identity,A powerful program crosses into the human world and changes the rules of technology.,,,7.0,2025,,Hollywood,English
Wicked For Good,Fantasy|Drama|Music,friendship magic identity courage,Two friends face the consequences of magic power and choices that changed their world.,,,7.4,2025,,Hollywood,English
The Housemaid,Drama|Thriller,wealth secrets family deception,A new employee enters a wealthy home where every relationship hides a secret.,,,6.8,2025,,Hollywood,English
The Odyssey,Adventure|Drama|Fantasy,journey myth homecoming sea,A legendary traveler struggles through monsters war and distance to return home.,,,7.8,2026,,Hollywood,English
Project Hail Mary,Sci-Fi|Adventure,space science survival friendship,A lone scientist races to solve a cosmic crisis that threatens Earth.,,,8.0,2026,,Hollywood,English
Avengers Secret Wars,Action|Adventure|Sci-Fi,heroes multiverse sacrifice,A gathering of heroes must defend reality when multiple worlds begin to collide.,,,7.8,2026,,Hollywood,English
Spider Man Brand New Day,Action|Adventure|Sci-Fi,hero city identity responsibility,A young hero faces a new threat while trying to protect an ordinary life.,,,7.4,2026,,Hollywood,English
Blade,Action|Fantasy|Horror,vampires hunter justice night,A supernatural hunter protects humanity from a hidden vampire war.,,,7.0,2026,,Hollywood,English
War 2,Action|Thriller,spy rivalry mission betrayal,Two skilled agents are forced into a dangerous confrontation shaped by secrets and loyalty.,,,7.4,2025,,Bollywood,Hindi
Sikandar,Action|Drama,justice family revenge hero,A determined man challenges a powerful system to protect his family and community.,,,6.8,2025,,Bollywood,Hindi
Chhaava,Drama|History|Action,war king courage sacrifice,A warrior king defends his people while facing an expanding empire.,,,8.0,2025,,Bollywood,Hindi
Kesari Chapter 2,Drama|History|Legal,justice history courtroom courage,A lawyer confronts a painful chapter of history through a difficult legal fight.,,,7.5,2025,,Bollywood,Hindi
Raid 2,Crime|Thriller,investigation corruption tax justice,An honest officer follows evidence through a powerful network of corruption.,,,7.0,2025,,Bollywood,Hindi
Housefull 5,Comedy|Mystery,marriage inheritance deception comedy,A chaotic celebration turns into a mystery when family secrets surface.,,,6.2,2025,,Bollywood,Hindi
Thug Life,Action|Crime,gangster loyalty revenge power,A hardened criminal faces betrayal while trying to control a changing underworld.,,,7.0,2025,,Bollywood,Hindi
Sitaare Zameen Par,Comedy|Drama|Sport,team friendship inclusion basketball,A coach and an unlikely team discover confidence through sport and friendship.,,,7.5,2025,,Bollywood,Hindi
Param Sundari,Romance|Comedy,culture travel identity love,A cross-cultural romance grows through travel family expectations and humor.,,,6.8,2025,,Bollywood,Hindi
Dhurandhar,Action|Thriller,spy mission patriotism deception,An intelligence operative takes on a dangerous mission shaped by hidden alliances.,,,7.2,2025,,Bollywood,Hindi
Border 2,War|Drama,soldiers courage sacrifice friendship,A new generation of soldiers stands together during a dangerous military conflict.,,,7.5,2026,,Bollywood,Hindi
Ramayana Part One,Adventure|Fantasy|Drama,mythology duty exile devotion,A prince begins an epic journey shaped by duty love and loyalty.,,,7.8,2026,,Bollywood,Hindi
Toxic,Action|Thriller,crime family power revenge,A dangerous underworld figure returns to settle an old score and protect his family.,,,7.1,2025,,Bollywood,Hindi
Deva,Action|Thriller,police memory investigation corruption,A determined officer investigates a case while questioning his own memory.,,,6.7,2025,,Bollywood,Hindi
Metro In Dino,Drama|Romance,relationships city modern love,Several couples navigate love loneliness and changing relationships in a busy city.,,,7.0,2025,,Bollywood,Hindi
Breaking Bad,Crime|Drama,chemistry crime family transformation,A chemistry teacher enters the drug trade and transforms his life and family.,Bryan Cranston|Aaron Paul,Vince Gilligan,9.5,2008,,Hollywood,English,Series
Stranger Things,Sci-Fi|Horror|Drama,small town friendship monsters mystery,A group of friends confronts strange events and a hidden world in their town.,Millie Bobby Brown|Finn Wolfhard,The Duffer Brothers,8.6,2016,,Hollywood,English,Series
The Last of Us,Drama|Sci-Fi|Adventure,post apocalyptic survival infection,A survivor and a young girl cross a dangerous world shaped by an outbreak.,Pedro Pascal|Bella Ramsey,Craig Mazin,8.7,2023,,Hollywood,English,Series
Game of Thrones,Drama|Fantasy|Adventure,kingdom power dragons war,Competing families struggle for power while an ancient threat returns.,Emilia Clarke|Kit Harington,David Benioff,9.2,2011,,Hollywood,English,Series
The Office,Comedy,workplace friendship workplace humor,Office employees navigate work relationships and everyday absurdity.,Steve Carell|Rainn Wilson,Greg Daniels,8.9,2005,,Hollywood,English,Series
The Bear,Drama|Comedy,restaurant family pressure cooking,A talented chef returns home to run a difficult family restaurant.,Jeremy Allen White|Ayo Edebiri,Christopher Storer,8.5,2022,,Hollywood,English,Series
Wednesday,Comedy|Fantasy|Mystery,school mystery family gothic,A sharp student investigates strange events at a mysterious academy.,Jenna Ortega|Catherine Zeta-Jones,Alfred Gough,8.0,2022,,Hollywood,English,Series
The Mandalorian,Sci-Fi|Adventure|Action,space bounty hunter found family,A lone bounty hunter protects a mysterious child across the galaxy.,Pedro Pascal|Carl Weathers,Jon Favreau,8.6,2019,,Hollywood,English,Series
The Boys,Action|Drama|Satire,superheroes corruption revenge,A group challenges powerful heroes who hide dangerous abuses of power.,Karl Urban|Jack Quaid,Eric Kripke,8.7,2019,,Hollywood,English,Series
Panchayat,Comedy|Drama,village government friendship community,A graduate adjusts to a rural government job and discovers an unexpected community.,Jitendra Kumar|Raghubir Yadav,Deepak Kumar Mishra,9.0,2020,,Bollywood,Hindi,Series
Scam 1992,Drama|Biography,stock market ambition finance rise,A stockbroker builds a powerful empire before a financial scandal changes everything.,Pratik Gandhi|Shreya Dhanwanthary,Hansal Mehta,9.3,2020,,Bollywood,Hindi,Series
The Family Man,Action|Drama|Comedy,spy family terrorism balance,A secret agent protects the country while managing the chaos of family life.,Manoj Bajpayee|Priyamani,Raj Nidimoru,8.7,2019,,Bollywood,Hindi,Series
Mirzapur,Crime|Action|Drama,gangster power revenge family,A violent power struggle grows between criminal families in a small city.,Pankaj Tripathi|Ali Fazal,Karan Anshuman,8.5,2018,,Bollywood,Hindi,Series
Sacred Games Series,Crime|Thriller|Drama,gangster police Mumbai conspiracy,A troubled police officer follows a warning that connects crime and politics.,Saif Ali Khan|Nawazuddin Siddiqui,Vikramaditya Motwane,8.5,2018,,Bollywood,Hindi,Series
Kota Factory,Comedy|Drama,students education friendship ambition,Students prepare for exams while learning about pressure friendship and purpose.,Jitendra Kumar|Mayur More,Raghav Subbu,9.0,2019,,Bollywood,Hindi,Series
Made in Heaven,Drama|Romance,weddings class relationships secrets,Wedding planners uncover the private conflicts behind extravagant celebrations.,Sobhita Dhulipala|Arjun Mathur,Zoya Akhtar,8.3,2019,,Bollywood,Hindi,Series
Delhi Crime,Crime|Drama|Thriller,police investigation justice Delhi,A police team investigates a serious crime while pursuing justice under pressure.,Shefali Shah|Rasika Dugal,Ritchie Mehta,8.5,2019,,Bollywood,Hindi,Series
Friends,Comedy|Romance,friendship workplace relationships New York,Six friends share work love and everyday life while growing up together in New York.,Jennifer Aniston|Matthew Perry,David Crane,8.9,1994,,Hollywood,English,Series
Sherlock,Crime|Mystery|Drama,detective London deduction partnership,A brilliant detective and his loyal friend solve dangerous cases across London.,Benedict Cumberbatch|Martin Freeman,Mark Gatiss,9.1,2010,,Hollywood,English,Series
Suits,Drama,lawyers ambition friendship courtroom,A talented college dropout joins a powerful law firm and hides a major secret.,Gabriel Macht|Patrick J. Adams,Aaron Korsh,8.4,2011,,Hollywood,English,Series
Dark,Sci-Fi|Mystery|Drama,time travel family mystery,A family mystery expands across generations and a town shaped by time travel.,Louis Hofmann|Lisa Vicari,Baran bo Odar,8.7,2017,,Hollywood,English,Series
Black Mirror,Sci-Fi|Drama|Thriller,technology society identity future,Standalone stories examine how technology changes human behavior and society.,Bryce Dallas Howard|Jon Hamm,Charlie Brooker,8.7,2011,,Hollywood,English,Series
Peaky Blinders,Crime|Drama,gangster family power Birmingham,A clever criminal family builds influence while facing rivals and political pressure.,Cillian Murphy|Helen McCrory,Steven Knight,8.8,2013,,Hollywood,English,Series
The Witcher,Fantasy|Adventure|Drama,monster hunter magic destiny,A monster hunter travels through a dangerous world shaped by magic and destiny.,Henry Cavill|Anya Chalotra,Lauren Schmidt Hissrich,8.0,2019,,Hollywood,English,Series
Lost,Adventure|Drama|Mystery,island survival plane mystery,Survivors of a crash uncover secrets while trying to escape a mysterious island.,Matthew Fox|Evangeline Lilly,J. J. Abrams,8.3,2004,,Hollywood,English,Series
Prison Break,Crime|Action|Thriller,escape prison brother conspiracy,A man enters prison to help his brother escape and expose a conspiracy.,Wentworth Miller|Dominic Purcell,Paul Scheuring,8.3,2005,,Hollywood,English,Series
The Crown,Drama|History|Biography,royalty family politics duty,A historical drama follows a monarch and the people around her through decades of change.,Claire Foy|Olivia Colman,Peter Morgan,8.6,2016,,Hollywood,English,Series
Better Call Saul,Crime|Drama,law crime transformation family,A small time lawyer slowly becomes entangled in crime and moral compromise.,Bob Odenkirk|Rhea Seehorn,Vince Gilligan,9.0,2015,,Hollywood,English,Series
True Detective,Crime|Drama|Mystery,detectives murder investigation darkness,Detectives revisit difficult cases that have shaped their lives and identities.,Matthew McConaughey|Woody Harrelson,Nic Pizzolatto,8.9,2014,,Hollywood,English,Series
Chernobyl,Drama|History,disaster science government sacrifice,Workers and investigators confront the consequences of a catastrophic nuclear accident.,Jared Harris|Stellan Skarsgard,Craig Mazin,9.3,2019,,Hollywood,English,Series
The Walking Dead,Horror|Drama|Action,zombies survival family community,Survivors travel through a collapsed world while protecting their group.,Andrew Lincoln|Norman Reedus,Frank Darabont,8.1,2010,,Hollywood,English,Series
The Sopranos,Crime|Drama,mafia family therapy identity,A crime boss balances family life with the pressure of leading an organization.,James Gandolfini|Edie Falco,David Chase,9.2,1999,,Hollywood,English,Series
Narcos,Crime|Drama|Biography,drug trade cartel investigation,Law enforcement and criminals battle for control of a dangerous drug empire.,Wagner Moura|Pedro Pascal,Chris Brancato,8.7,2015,,Hollywood,English,Series
Money Heist,Crime|Thriller|Drama,robbery professor team strategy,A mastermind leads a carefully planned robbery with a group of recruited criminals.,Alvaro Morte|Ursula Corbero,Alex Pina,8.2,2017,,Hollywood,English,Series
The Haunting of Hill House,Horror|Drama|Mystery,family haunted house grief,A family confronts memories and supernatural consequences from a haunted home.,Victoria Pedretti|Henry Thomas,Mike Flanagan,8.5,2018,,Hollywood,English,Series
The Queen's Gambit,Drama, chess competition orphan ambition,A young chess prodigy pursues mastery while facing isolation and addiction.,Anya Taylor Joy|Thomas Brodie Sangster,Scott Frank,8.5,2020,,Hollywood,English,Series
Aspirants,Drama|Comedy,students civil service friendship ambition,Three friends face exams ambition and changing relationships while pursuing public service.,Naveen Kasturia|Shweta Tripathi,Deepak Kumar Mishra,9.2,2021,,Bollywood,Hindi,Series
TVF Pitchers,Comedy|Drama,startup friendship entrepreneurship,A group of friends leaves stable jobs to build a company together.,Naveen Kasturia|Arunabh Kumar,The Viral Fever,9.1,2015,,Bollywood,Hindi,Series
Rocket Boys,Drama|History|Biography,science scientists nation building,Two brilliant scientists help shape a young nations scientific future.,Jim Sarbh|Ishwak Singh,Abhay Pannu,8.9,2022,,Bollywood,Hindi,Series
Farzi,Crime|Thriller|Drama,counterfeit crime artist police,A gifted artist enters the world of counterfeiting and draws the attention of police.,Shahid Kapoor|Vijay Sethupathi,Raj Nidimoru,8.3,2023,,Bollywood,Hindi,Series
Jubilee,Drama|Music|History,cinema ambition betrayal studio,A studio drama follows artists and dreamers during the rise of Hindi cinema.,Aditi Rao Hydari|Aparshakti Khurana,Vikramaditya Motwane,8.1,2023,,Bollywood,Hindi,Series
The Railway Men,Drama|History|Disaster,railway workers courage disaster,A group of railway workers risks their lives during an industrial disaster.,R. Madhavan|Kay Kay Menon,Shiv Rawail,8.5,2023,,Bollywood,Hindi,Series
Heeramandi,Drama|History|Romance,courtesans music power independence,Women in a historic cultural district navigate power love and political change.,Manisha Koirala|Sonakshi Sinha,Sanjay Leela Bhansali,7.5,2024,,Bollywood,Hindi,Series
Paatal Lok,Crime|Thriller|Drama,police caste investigation corruption,A tired police officer follows a case into a complex world of crime and inequality.,Jaideep Ahlawat|Gul Panag,Avinash Arun,8.2,2020,,Bollywood,Hindi,Series
Aarya,Crime|Drama|Thriller,family crime survival revenge,A mother is drawn into organized crime while trying to protect her children.,Sushmita Sen|Chandrachur Singh,Ram Madhvani,7.8,2020,,Bollywood,Hindi,Series
Gullak,Comedy|Drama,family middle class memories,A warm family story finds humor and affection in everyday life.,Jameel Khan|Geetanjali Kulkarni,Shreyansh Pandey,9.1,2019,,Bollywood,Hindi,Series
Succession,Drama,media family power wealth betrayal,A wealthy family fights for control of a global media company while trust disappears.,Brian Cox|Jeremy Strong,Jesse Armstrong,8.9,2018,,Hollywood,English,Series
The Wire,Crime|Drama,police city drugs institutions,A detailed portrait of crime law enforcement and politics in a changing American city.,Dominic West|Idris Elba,David Simon,9.3,2002,,Hollywood,English,Series
Mad Men,Drama,advertising identity ambition relationships,Advertising executives navigate ambition identity and changing social expectations.,Jon Hamm|Elisabeth Moss,Matthew Weiner,8.7,2007,,Hollywood,English,Series
Ozark,Crime|Drama,finance cartel family survival,A financial planner moves his family and launders money for a dangerous cartel.,Jason Bateman|Laura Linney,Bill Dubuque,8.5,2017,,Hollywood,English,Series
House of the Dragon,Fantasy|Drama|Action,dragons dynasty family war,A royal family descends into a civil war over succession and power.,Paddy Considine|Emma D Arcy,Ryan Condal,8.3,2022,,Hollywood,English,Series
Westworld,Sci-Fi|Drama|Mystery,robots consciousness theme park identity,Artificial beings in an advanced theme park begin questioning their reality.,Evan Rachel Wood|Thandiwe Newton,Jonathan Nolan,8.5,2016,,Hollywood,English,Series
Mr Robot,Drama|Thriller|Crime,hacking identity technology society,A gifted hacker joins a group planning to disrupt a powerful corporation.,Rami Malek|Christian Slater,Sam Esmail,8.5,2015,,Hollywood,English,Series
Fargo,Crime|Drama|Thriller,crime winter small town deception,Ordinary people become trapped in strange and violent criminal schemes.,Billy Bob Thornton|Martin Freeman,Noah Hawley,8.9,2014,,Hollywood,English,Series
Mindhunter,Crime|Drama|Thriller,serial killers psychology interviews,Investigators interview imprisoned killers to understand patterns of violent crime.,Jonathan Groff|Holt McCallany,Joe Penhall,8.6,2017,,Hollywood,English,Series
Ted Lasso,Comedy|Drama|Sport,football optimism friendship coaching,A cheerful coach leads an English football team while learning from its community.,Jason Sudeikis|Hannah Waddingham,Bill Lawrence,8.8,2020,,Hollywood,English,Series
Severance,Sci-Fi|Drama|Mystery,work identity memory corporation,A worker discovers disturbing secrets behind a procedure separating work and personal memories.,Adam Scott|Britt Lower,Dan Erickson,8.7,2022,,Hollywood,English,Series
The Umbrella Academy,Action|Fantasy|Drama,superhero family time travel,A group of adopted siblings reunites to prevent a strange apocalypse.,Elliot Page|Robert Sheehan,Steve Blackman,7.8,2019,,Hollywood,English,Series
Bridgerton,Drama|Romance,regency family marriage society,A young woman enters the competitive world of romance and social expectations.,Phoebe Dynevor|Regé Jean Page,Chris Van Dusen,7.4,2020,,Hollywood,English,Series
The Good Doctor,Drama|Medical,doctor autism hospital compassion,A gifted young surgeon proves himself while navigating a demanding hospital.,Freddie Highmore|Antonia Thomas,David Shore,8.0,2017,,Hollywood,English,Series
Special OPS,Action|Thriller|Drama,spy terrorism investigation mission,A determined intelligence officer connects attacks across years of investigation.,Kay Kay Menon|Karan Tacker,Neeraj Pandey,8.6,2020,,Bollywood,Hindi,Series
Asur,Crime|Mystery|Thriller,serial killer mythology psychology,A forensic officer faces a killer who connects ancient mythology with modern crime.,Arshad Warsi|Barun Sobti,Gaurav Shukla,8.5,2020,,Bollywood,Hindi,Series
Criminal Justice,Crime|Drama|Legal,court prison innocence justice,A man enters the justice system after a night that changes his life.,Pankaj Tripathi|Vikrant Massey,Shirish Gupta,8.1,2018,,Bollywood,Hindi,Series
Breathe,Crime|Thriller|Drama,family desperation investigation,A father makes dangerous choices to save his child while police investigate.,R. Madhavan|Amit Sadh,Mayank Sharma,8.0,2018,,Bollywood,Hindi,Series
Yeh Kaali Kaali Ankhein,Crime|Romance|Thriller,obsession politics escape identity,A man is pursued by a powerful politicians daughter while trying to reclaim his life.,Tahir Raj Bhasin|Shweta Tripathi,Siddharth Sengupta,7.0,2022,,Bollywood,Hindi,Series
Khakee The Bihar Chapter,Crime|Action|Drama,police gangster justice corruption,A principled police officer confronts a dangerous criminal network in Bihar.,Karan Tacker|Avinash Tiwary,Neeraj Yadav,8.2,2022,,Bollywood,Hindi,Series
Undekhi,Crime|Thriller|Drama,crime power investigation family,A murder witnessed during a wedding reveals the violence beneath a wealthy family.,Surya Sharma|Dibyendu Bhattacharya,Ankur Rathee,8.0,2020,,Bollywood,Hindi,Series
Inside Edge,Drama|Sport|Crime,cricket business corruption ambition,A cricket league becomes a battlefield of money ambition and hidden manipulation.,Vivek Oberoi|Richa Chadda,Karan Anshuman,7.9,2017,,Bollywood,Hindi,Series
Rangbaaz,Crime|Drama|Biography,gangster politics rise power,A young man becomes a feared criminal while politics and ambition reshape his life.,Saqib Saleem|Tigmanshu Dhulia,Bhav Dhulia,8.0,2018,,Bollywood,Hindi,Series
Permanent Roommates,Comedy|Romance,relationships commitment family humor,A long distance couple faces the messy decisions of love and commitment.,Sumeet Vyas|Nidhi Singh,Sameer Saxena,8.6,2014,,Bollywood,Hindi,Series
TVF Tripling,Comedy|Drama,siblings road trip family healing,Three siblings take a road trip and rediscover their bond after years apart.,Sumeet Vyas|Maanvi Gagroo,Sameer Saxena,8.5,2016,,Bollywood,Hindi,Series
Flames,Romance|Comedy,school friendship first love exams,Two students discover first love while balancing friendship family and exams.,Ritvik Sahore|Tanya Maniktala,Arunabh Kumar,8.9,2018,,Bollywood,Hindi,Series
Mismatched,Romance|Comedy,students technology friendship identity,Two students meet at a coding program and find connection amid uncertainty.,Prajakta Koli|Rohit Saraf,Akarsh Khurana,6.9,2020,,Bollywood,Hindi,Series
The Broken News,Drama|Thriller,journalism media truth ethics,Journalists at rival newsrooms struggle between truth ratings and political pressure.,Sonali Bendre|Jaideep Ahlawat,Vaibhav Mehta,7.5,2022,,Bollywood,Hindi,Series
Yeh Meri Family,Comedy|Drama,family childhood school memories,A child experiences family friendship and growing up in a warm middle class home.,Mona Singh|Akarshan Singh,Sameer Saxena,8.9,2018,,Bollywood,Hindi,Series
The Dark Knight Rises,Action|Crime|Drama,hero city sacrifice revolution,A masked hero returns to protect a city from a powerful enemy.,Christian Bale|Tom Hardy,Christopher Nolan,8.4,2012,,Hollywood,English,Movie
Batman Begins,Action|Crime|Drama,hero origin fear justice,A wealthy heir becomes a masked protector after training to fight crime.,Christian Bale|Michael Caine,Christopher Nolan,8.2,2005,,Hollywood,English,Movie
Joker,Crime|Drama,clown society isolation transformation,A lonely man is pushed toward violence by a society that ignores him.,Joaquin Phoenix|Robert De Niro,Todd Phillips,8.4,2019,,Hollywood,English,Movie
Logan,Action|Drama|Sci-Fi,mutant family aging sacrifice,A tired hero protects a young mutant while facing the end of an era.,Hugh Jackman|Patrick Stewart,James Mangold,8.1,2017,,Hollywood,English,Movie
Deadpool,Action|Comedy|Sci-Fi,superhero revenge humor experiment,A wisecracking hero seeks revenge after a dangerous experiment changes him.,Ryan Reynolds|Morena Baccarin,Tim Miller,8.0,2016,,Hollywood,English,Movie
Guardians of the Galaxy,Action|Adventure|Sci-Fi,space team friendship music,A group of criminals becomes an unlikely team defending the galaxy.,Chris Pratt|Zoe Saldana,James Gunn,8.0,2014,,Hollywood,English,Movie
Thor Ragnarok,Action|Adventure|Comedy,hero mythology family planet,A powerful hero fights to save his home while confronting his past.,Chris Hemsworth|Cate Blanchett,Taika Waititi,7.9,2017,,Hollywood,English,Movie
Captain America Winter Soldier,Action|Thriller|Sci-Fi,hero conspiracy government trust,A hero uncovers a conspiracy inside the organization he serves.,Chris Evans|Scarlett Johansson,Anthony Russo,7.7,2014,,Hollywood,English,Movie
Top Gun Maverick,Action|Drama|Sport,pilots training legacy courage,A veteran pilot trains a new generation for an impossible mission.,Tom Cruise|Miles Teller,Joseph Kosinski,8.2,2022,,Hollywood,English,Movie
Dune Part Two,Sci-Fi|Adventure|Drama,desert prophecy revenge war,A young leader joins a desert people while preparing for a historic conflict.,Timothee Chalamet|Zendaya,Denis Villeneuve,8.7,2024,,Hollywood,English,Movie
Everything Everywhere All at Once,Action|Comedy|Sci-Fi,multiverse family identity laundromat,A woman discovers countless versions of herself while trying to save her family.,Michelle Yeoh|Ke Huy Quan,Daniel Kwan,7.7,2022,,Hollywood,English,Movie
Knives Out,Crime|Comedy|Mystery,murder family inheritance detective,A detective investigates a wealthy family after a suspicious death.,Daniel Craig|Ana de Armas,Rian Johnson,7.9,2019,,Hollywood,English,Movie
Glass Onion,Crime|Comedy|Mystery,island murder friends wealth,A detective gathers a group of wealthy friends when a mystery turns dangerous.,Daniel Craig|Edward Norton,Rian Johnson,7.1,2022,,Hollywood,English,Movie
